FECHA_INGRESO,DOCUMENTO,RAZSOC_RESPONSABLE,NRO_GUIA,GUIA_MADRE,FECHA_ACTA,NRO_ACTA,TPO.ANOM,DESC.ANOMALIA,CTPDCTO,SCLI,BULTOS,PESO,AEROLINEA,TIPO AERONAVE
6/11/2023,MDES-2023-104953-73-H,A,XXX-55981485,020-31436425,7/11/2023,2023-27707-X,EMBABI,EMB.ABIERTO,MDES,74,1,"107,8",LUFTHANSA,CARGUERO
6/11/2023,MDES-2023-104529-73-G,B,XXX-0B345257,992-27353944,6/11/2023,2023-27651-V,DERRAM,EMB.DERRAME,MDES,50,1,82,unknow,PASAJEROS
6/11/2023,MDES-2023-104529-73-G,B,XXX-0B345257,992-27353944,6/11/2023,2023-27651-V,FALPRE,F.PRECINTO,MDES,50,1,82,unknow,PASAJEROS
6/11/2023,MDES-2023-104373-73-D,B,XXX-00002485,510-10485823,27/2/2014,2014-6389-A,FALPRE,F.PRECINTO,MDES,50,4,"445,14",AIR CLASS,PASAJEROS
5/11/2023,MDES-2023-104774-73-X,C,XXX-00058733,139-46431862,28/1/2002,2002-2700-X,FALPRE,F.PRECINTO,MDES,800850,4,"158,6",AEROMÉXICO,PASAJEROS
5/11/2023,MDES-2023-104774-73-X,C,XXX-00058736,139-46431862,10/2/2000,2000-20744-W,APLAST,APLAST/DEF.,MDES,800850,1,"81,2",AEROMÉXICO,PASAJEROS
5/11/2023,MDES-2023-104774-73-X,C,XXX-00058736,139-46431862,19/9/2022,2022-27187-Z,EMBMOJ,EMB.MOJADO,MDES,800850,1,"81,2",AEROMÉXICO,PASAJEROS
5/11/2023,MDES-2023-104775-73-J,C,XXX-00000131,235-36426143,11/5/2000,2000-41387-C,EMBABI,EMB.ABIERTO,MDES,800850,3,379,TURKISH,PASAJEROS
5/11/2023,MDES-2023-104775-73-J,C,XXX-00000131,235-36426143,18/2/2001,2001-6667-Y,EMBROT,EMB.ROTO,MDES,800850,3,379,TURKISH,PASAJEROS
5/11/2023,MDES-2023-104775-73-J,C,XXX-00000131,235-36426143,6/6/2003,2003-350091-E,EMBABI,EMB.ABIERTO,MDES,800850,3,379,TURKISH,PASAJEROS
5/11/2023,MDES-2023-104775-73-J,C,XXX-00000131,235-36426143,23/9/2004,2004-66033-K,APLAST,APLAST/DEF.,MDES,800850,3,379,TURKISH,PASAJEROS
5/11/2023,MDES-2023-104775-73-J,C,XXX-00000131,235-36426143,23/9/2004,2004-66034-A,APLAST,APLAST/DEF.,MDES,800850,3,379,TURKISH,PASAJEROS
5/11/2023,MDES-2023-104775-73-J,C,XXX-00000131,235-36426143,23/9/2004,2004-66034-A,EMBROT,EMB.ROTO,MDES,800850,3,379,TURKISH,PASAJEROS
5/11/2023,MDES-2023-104775-73-J,C,XXX-00000131,235-36426143,18/10/2004,2004-73318-A,APLAST,APLAST/DEF.,MDES,800850,3,379,TURKISH,PASAJEROS
5/11/2023,MDES-2023-104775-73-J,C,XXX-00000131,235-36426143,18/10/2004,2004-73318-A,EMBABI,EMB.ABIERTO,MDES,800850,3,379,TURKISH,PASAJEROS
5/11/2023,MDES-2023-104775-73-J,C,XXX-00000131,235-36426143,18/10/2004,2004-73318-A,EMBROT,EMB.ROTO,MDES,800850,3,379,TURKISH,PASAJEROS
5/11/2023,MDES-2023-104775-73-J,C,XXX-00000131,235-36426143,18/10/2004,2004-73318-A,FALPRE,F.PRECINTO,MDES,800850,3,379,TURKISH,PASAJEROS
5/11/2023,MDES-2023-104775-73-J,C,XXX-00000131,235-36426143,4/7/2005,2005-44657-B,FALPRE,F.PRECINTO,MDES,800850,3,379,TURKISH,PASAJEROS
5/11/2023,MDES-2023-104775-73-J,C,XXX-00000131,235-36426143,15/6/2007,2007-62882-R,APLAST,APLAST/DEF.,MDES,800850,3,379,TURKISH,PASAJEROS
5/11/2023,MDES-2023-104775-73-J,C,XXX-00000131,235-36426143,6/8/2008,2008-79112-S,EMBABI,EMB.ABIERTO,MDES,800850,3,379,TURKISH,PASAJEROS
5/11/2023,MDES-2023-104775-73-J,C,XXX-00000131,235-36426143,14/9/2009,2009-37664-A,APLAST,APLAST/DEF.,MDES,800850,6,758,TURKISH,PASAJEROS
5/11/2023,MDES-2023-104775-73-J,C,XXX-00000131,235-36426143,14/9/2009,2009-37664-A,EMBROT,EMB.ROTO,MDES,800850,3,379,TURKISH,PASAJEROS
5/11/2023,MDES-2023-104775-73-J,C,XXX-00000131,235-36426143,17/1/2018,2018-1399-W,EMBABI,EMB.ABIERTO,MDES,800850,3,379,TURKISH,PASAJEROS
5/11/2023,MDES-2023-104775-73-J,C,XXX-00000131,235-36426143,30/11/2018,2018-44794-C,EMBABI,EMB.ABIERTO,MDES,800850,3,379,TURKISH,PASAJEROS
5/11/2023,MDES-2023-104775-73-J,C,XXX-00000131,235-36426143,5/12/2018,2018-45527-X,EMBMOJ,EMB.MOJADO,MDES,800850,3,379,TURKISH,PASAJEROS
5/11/2023,MDES-2023-104775-73-J,C,XXX-00000131,235-36426143,5/12/2018,2018-45527-X,EMBROT,EMB.ROTO,MDES,800850,3,379,TURKISH,PASAJEROS
5/11/2023,MDES-2023-104822-73-C,C,XXX-00442348,369-82527723,6/11/2023,2023-27643-W,EMBABI,EMB.ABIERTO,MDES,800850,11,"132,09",ATLAS,CARGUERO
5/11/2023,MDES-2023-104825-73-F,C,XXX-00051659,369-82530722,5/12/2013,2013-42353-R,APLAST,APLAST/DEF.,MDES,800850,1,"6,45",ATLAS,CARGUERO
5/11/2023,MDES-2023-104909-73-X,A,XXX-55823617,369-87714266,6/11/2023,2023-27650-U,APLAST,APLAST/DEF.,MDES,74,17,"2743,4",ATLAS,CARGUERO
5/11/2023,MDES-2023-104356-73-E,B,XXX-0B434521,045-48223910,6/11/2023,2023-27608-X,EMBROT,EMB.ROTO,MDES,50,2,295,LATAM,PASAJEROS
5/11/2023,MDES-2023-104821-73-B,C,XXX-00008070,014-72579242,19/10/2021,2021-31390-Q,EMBROT,EMB.ROTO,MDES,800850,1,7,AIR CANADA,PASAJEROS
5/11/2023,MDES-2023-104911-73-B,A,XXX-56004290,001-81330513,6/11/2023,2023-27648-B,APLAST,APLAST/DEF.,MDES,74,3,"234,05",AMERICAN,PASAJEROS
5/11/2023,MDES-2023-104828-73-X,C,XXX-00253690,001-81647834,29/1/2004,2004-5485-C,EMBROT,EMB.ROTO,MDES,800850,1,"23,59",AMERICAN,PASAJEROS
5/11/2023,MDES-2023-104828-73-X,C,XXX-00253715,001-81647834,12/8/2020,2020-26832-V,APLAST,APLAST/DEF.,MDES,800850,1,"62,6",AMERICAN,PASAJEROS
5/11/2023,MDES-2023-104753-73-F,C,XXX-00131032,074-62575376,8/8/2001,2001-39410-C,APLAST,APLAST/DEF.,MDES,800850,1,2,KLM,CARGUERO
4/11/2023,MDES-2023-104756-73-X,C,XXX-00130859,057-48842500,19/11/2006,2006-114717-H,MERVIS,MERC.VISTA,MDES,800850,1,"0,9",AIR FRANCE,PASAJEROS
4/11/2023,MDES-2023-104756-73-X,C,XXX-00130859,057-48842500,19/11/2006,2006-114719-A,EMBABI,EMB.ABIERTO,MDES,800850,1,"0,9",AIR FRANCE,PASAJEROS
4/11/2023,MDES-2023-104756-73-X,C,XXX-00130859,057-48842500,19/11/2006,2006-114719-A,FALPRE,F.PRECINTO,MDES,800850,1,"0,9",AIR FRANCE,PASAJEROS
4/11/2023,MDES-2023-104758-73-K,C,XXX-00130838,074-62575192,18/7/2019,2019-32147-R,APLAST,APLAST/DEF.,MDES,800850,1,1,KLM,CARGUERO
4/11/2023,MDES-2023-104562-73-D,C,XXX-03100234,001-83759233,6/11/2023,2023-27621-S,APLAST,APLAST/DEF.,MDES,800850,4,115,AMERICAN,PASAJEROS
4/11/2023,MDES-2023-104567-73-X,C,XXX-00005148,001-81647823,25/9/2001,2001-47599-C,EMBROT,EMB.ROTO,MDES,800850,1,"149,69",AMERICAN,PASAJEROS
4/11/2023,MDES-2023-104583-73-G,C,XXX-00021958,016-70720005,27/5/2010,2010-16782-Y,FALPRE,F.PRECINTO,MDES,800850,1,"18,42",UNITED,PASAJEROS
4/11/2023,MDES-2023-103994-73-L,B,XXX-0B040939,992-27349383,4/11/2023,2023-27534-V,APLAST,APLAST/DEF.,MDES,50,2,242,unknow,PASAJEROS
4/11/2023,MDES-2023-103994-73-L,B,XXX-0B435256,992-27349383,4/11/2023,2023-27532-T,APLAST,APLAST/DEF.,MDES,50,10,4850,unknow,PASAJEROS
4/11/2023,MDES-2023-103994-73-L,B,XXX-0B467850,992-27349383,4/11/2023,2023-27533-U,FALPRE,F.PRECINTO,MDES,50,1,68,unknow,PASAJEROS
4/11/2023,MDES-2023-104632-73-B,C,XXX-00252661,615-37248864,20/5/2002,2002-16163-K,EMBROT,EMB.ROTO,MDES,800850,1,"2,72",unknow,PASAJEROS
3/11/2023,MDES-2023-104003-73-Z,B,XXX-0B282179,045-47919605,4/11/2023,2023-27529-Z,EMBROT,EMB.ROTO,MDES,50,5,4333,LATAM,PASAJEROS
3/11/2023,MDES-2023-104003-73-Z,B,XXX-0B282180,045-47919605,4/11/2023,2023-27530-R,EMBROT,EMB.ROTO,MDES,50,8,7669,LATAM,PASAJEROS
3/11/2023,MDES-2023-104618-73-F,C,XXX-00014413,045-41537786,23/6/2000,2000-50131-M,EMBROT,EMB.ROTO,MDES,800850,1,313,LATAM,PASAJEROS
3/11/2023,MDES-2023-104618-73-F,C,XXX-00014413,045-41537786,14/9/2004,2004-63130-G,APLAST,APLAST/DEF.,MDES,800850,1,313,LATAM,PASAJEROS
3/11/2023,MDES-2023-103778-73-L,C,XXX-00448228,045-48119724,6/11/2023,2023-27618-Y,APLAST,APLAST/DEF.,MDES,800850,7,318,LATAM,PASAJEROS
3/11/2023,MDES-2023-103847-73-X,A,XXX-00305389,045-48202523,26/11/2014,2014-36393-Y,APLAST,APLAST/DEF.,MDES,74,19,99,LATAM,PASAJEROS
3/11/2023,MDES-2023-103847-73-X,A,XXX-00305841,045-48202523,11/10/2016,2016-32449-W,EMBABI,EMB.ABIERTO,MDES,74,34,426,LATAM,PASAJEROS
3/11/2023,MDES-2023-103847-73-X,A,XXX-00307508,045-48202523,18/9/2001,2001-46117-V,APLAST,APLAST/DEF.,MDES,74,6,46,LATAM,PASAJEROS
3/11/2023,MDES-2023-103847-73-X,A,XXX-00308402,045-48202523,18/10/2018,2018-38602-T,EMBROT,EMB.ROTO,MDES,74,7,18,LATAM,PASAJEROS
3/11/2023,MDES-2023-103847-73-X,A,XXX-00308411,045-48202523,17/6/2003,2003-352681-D,APLAST,APLAST/DEF.,MDES,74,3,9,LATAM,PASAJEROS
3/11/2023,MDES-2023-103847-73-X,A,XXX-55869537,045-48202523,4/11/2023,2023-27536-X,APLAST,APLAST/DEF.,MDES,74,4,2096,LATAM,PASAJEROS
3/11/2023,MDES-2023-103847-73-X,A,XXX-55876278,045-48202523,4/11/2023,2023-27535-W,APLAST,APLAST/DEF.,MDES,74,1,90,LATAM,PASAJEROS
3/11/2023,MDES-2023-103847-73-X,A,XXX-55930101,045-48202523,4/11/2023,2023-27537-Y,EMBROT,EMB.ROTO,MDES,74,4,"18,4",LATAM,PASAJEROS
3/11/2023,MDES-2023-103768-73-K,C,XXX-00042860,406-05540441,22/5/2004,2004-33107-X,APLAST,APLAST/DEF.,MDES,800850,7,"1306,5",UPS,CARGUERO
3/11/2023,MDES-2023-103768-73-K,C,XXX-00042861,406-05540441,15/2/2018,2018-4351-N,EMBROT,EMB.ROTO,MDES,800850,8,878,UPS,CARGUERO
3/11/2023,MDES-2023-103768-73-K,C,XXX-00042862,406-05540441,20/2/2018,2018-4924-T,EMBABI,EMB.ABIERTO,MDES,800850,8,"102,47",UPS,CARGUERO
3/11/2023,MDES-2023-103658-73-X,B,XXX-0A384133,230-64181386,3/11/2023,2023-27489-E,EMBMOJ,EMB.MOJADO,MDES,50,5,"31,5",COPA,PASAJEROS
3/11/2023,MDES-2023-103658-73-X,B,XXX-0A384331,230-64181386,3/11/2023,2023-27490-W,EMBMOJ,EMB.MOJADO,MDES,50,1,1,COPA,PASAJEROS
3/11/2023,MDES-2023-103618-73-E,A,XXX-00005120,139-46428410,18/7/2001,2001-35240-Z,EMBMOJ,EMB.MOJADO,MDES,74,4,"444,1",AEROMÉXICO,PASAJEROS
3/11/2023,MDES-2023-103618-73-E,A,XXX-00005120,139-46428410,22/6/2006,2006-55899-X,FAJCON,FAJAS CTRL,MDES,74,4,"444,1",AEROMÉXICO,PASAJEROS
3/11/2023,MDES-2023-103618-73-E,A,XXX-00005120,139-46428410,4/2/2007,2007-10774-H,EMBROT,EMB.ROTO,MDES,74,4,"444,1",AEROMÉXICO,PASAJEROS
3/11/2023,MDES-2023-103618-73-E,A,XXX-00005120,139-46428410,5/8/2020,2020-25797-E,EMBROT,EMB.ROTO,MDES,74,4,"444,1",AEROMÉXICO,PASAJEROS
3/11/2023,MDES-2023-103666-73-H,B,XXX-0B405322,139-45983501,3/11/2023,2023-27480-V,FALPRE,F.PRECINTO,MDES,50,2,727,AEROMÉXICO,PASAJEROS
2/11/2023,MDES-2023-103766-73-X,C,XXX-00130899,057-48842463,13/6/2013,2013-16696-C,EMBABI,EMB.ABIERTO,MDES,800850,3,306,AIR FRANCE,PASAJEROS
2/11/2023,MDES-2023-103766-73-X,C,XXX-00130899,057-48842463,13/6/2013,2013-16696-C,EMBROT,EMB.ROTO,MDES,800850,3,306,AIR FRANCE,PASAJEROS
2/11/2023,MDES-2023-103766-73-X,C,XXX-00130901,057-48842463,13/6/2013,2013-16692-Y,EMBABI,EMB.ABIERTO,MDES,800850,4,408,AIR FRANCE,PASAJEROS
2/11/2023,MDES-2023-103766-73-X,C,XXX-00130901,057-48842463,13/6/2013,2013-16692-Y,EMBROT,EMB.ROTO,MDES,800850,4,408,AIR FRANCE,PASAJEROS
2/11/2023,MDES-2023-103532-73-W,C,XXX-00130222,020-41910632,19/5/2014,2014-14305-N,APLAST,APLAST/DEF.,MDES,800850,9,"141,23",LUFTHANSA,CARGUERO
2/11/2023,MDES-2023-103532-73-W,C,XXX-00130225,020-41910632,3/11/2023,2023-27422-R,APLAST,APLAST/DEF.,MDES,800850,48,"1050,31",LUFTHANSA,CARGUERO
2/11/2023,MDES-2023-103532-73-W,C,XXX-00130225,020-41910632,3/11/2023,2023-27422-R,EMBABI,EMB.ABIERTO,MDES,800850,48,"1050,31",LUFTHANSA,CARGUERO
2/11/2023,MDES-2023-103532-73-W,C,XXX-00130225,020-41910632,3/11/2023,2023-27422-R,FALPRE,F.PRECINTO,MDES,800850,48,"1050,31",LUFTHANSA,CARGUERO
2/11/2023,MDES-2023-103830-73-A,A,XXX-55925594,020-69492231,3/11/2023,2023-27481-W,EMBMOJ,EMB.MOJADO,MDES,74,3,"325,76",LUFTHANSA,CARGUERO
2/11/2023,MDES-2023-103824-73-D,A,XXX-55871454,729-42371943,3/11/2023,2023-27485-A,APLAST,APLAST/DEF.,MDES,74,1,48,TAMPA,PASAJEROS
2/11/2023,MDES-2023-103430-73-T,C,XXX-00005146,001-81639913,17/2/2005,2005-10621-G,APLAST,APLAST/DEF.,MDES,800850,1,66,AMERICAN,PASAJEROS
2/11/2023,MDES-2023-103430-73-T,C,XXX-00005146,001-81639913,7/11/2005,2005-85520-C,APLAST,APLAST/DEF.,MDES,800850,1,66,AMERICAN,PASAJEROS
2/11/2023,MDES-2023-103430-73-T,C,XXX-00005146,001-81639913,15/3/2011,2011-7344-S,APLAST,APLAST/DEF.,MDES,800850,2,132,AMERICAN,PASAJEROS
2/11/2023,MDES-2023-103430-73-T,C,XXX-00005146,001-81639913,15/3/2011,2011-7344-S,EMBROT,EMB.ROTO,MDES,800850,1,66,AMERICAN,PASAJEROS
2/11/2023,MDES-2023-103430-73-T,C,XXX-00005146,001-81639913,3/9/2012,2012-23301-J,APLAST,APLAST/DEF.,MDES,800850,1,66,AMERICAN,PASAJEROS
2/11/2023,MDES-2023-103430-73-T,C,XXX-00005146,001-81639913,3/11/2023,2023-27421-Q,APLAST,APLAST/DEF.,MDES,800850,1,66,AMERICAN,PASAJEROS
2/11/2023,MDES-2023-103430-73-T,C,XXX-00253001,001-81639913,1/12/2003,2003-394351-G,FALPRE,F.PRECINTO,MDES,800850,1,"86,18",AMERICAN,PASAJEROS
2/11/2023,MDES-2023-103430-73-T,C,XXX-00253001,001-81639913,5/9/2005,2005-62514-H,EMBROT,EMB.ROTO,MDES,800850,1,"86,18",AMERICAN,PASAJEROS
2/11/2023,MDES-2023-103447-73-E,C,XXX-00251566,001-81648453,14/10/2014,2014-31706-R,EMBMOJ,EMB.MOJADO,MDES,800850,8,"396,8",AMERICAN,PASAJEROS
2/11/2023,MDES-2023-103447-73-E,C,XXX-00251566,001-81648453,14/10/2014,2014-31706-R,EMBROT,EMB.ROTO,MDES,800850,4,"198,4",AMERICAN,PASAJEROS
2/11/2023,MDES-2023-103447-73-E,C,XXX-00251692,001-81648453,13/12/2019,2019-60636-V,APLAST,APLAST/DEF.,MDES,800850,2,"79,91",AMERICAN,PASAJEROS
2/11/2023,MDES-2023-103447-73-E,C,XXX-00252229,001-81648453,29/7/2003,2003-362184-G,APLAST,APLAST/DEF.,MDES,800850,1,"36,32",AMERICAN,PASAJEROS
2/11/2023,MDES-2023-103447-73-E,C,XXX-00252229,001-81648453,29/7/2003,2003-362229-H,APLAST,APLAST/DEF.,MDES,800850,1,"36,32",AMERICAN,PASAJEROS
2/11/2023,MDES-2023-103447-73-E,C,XXX-00252397,001-81648453,15/5/2000,2000-42346-G,EMBMOJ,EMB.MOJADO,MDES,800850,1,"4,54",AMERICAN,PASAJEROS
2/11/2023,MDES-2023-103414-73-V,C,XXX-00130879,020-21199614,3/11/2023,2023-27418-W,EMBABI,EMB.ABIERTO,MDES,800850,1,28,LUFTHANSA,CARGUERO
2/11/2023,MDES-2023-103414-73-V,C,XXX-00130879,020-21199614,3/11/2023,2023-27418-W,FALPRE,F.PRECINTO,MDES,800850,1,28,LUFTHANSA,CARGUERO
2/11/2023,MDES-2023-103414-73-V,C,XXX-00954402,020-21199614,3/11/2023,2023-27417-V,APLAST,APLAST/DEF.,MDES,800850,14,"56,76",LUFTHANSA,CARGUERO
2/11/2023,MDES-2023-103414-73-V,C,XXX-00956153,020-21199614,3/11/2023,2023-27419-X,EMBMOJ,EMB.MOJADO,MDES,800850,18,209,LUFTHANSA,CARGUERO
2/11/2023,MDES-2023-103371-73-A,B,XXX-00002479,510-10485812,9/4/2003,2003-337816-F,EMBROT,EMB.ROTO,MDES,50,4,"122,47",AIR CLASS,PASAJEROS
2/11/2023,MDES-2023-103371-73-A,B,XXX-00002479,510-10485812,14/5/2008,2008-48948-J,EMBROT,EMB.ROTO,MDES,50,4,"122,47",AIR CLASS,PASAJEROS
2/11/2023,MDES-2023-103371-73-A,B,XXX-00002479,510-10485812,5/4/2019,2019-13765-W,APLAST,APLAST/DEF.,MDES,50,4,"122,47",AIR CLASS,PASAJEROS
2/11/2023,MDES-2023-103371-73-A,B,XXX-00002479,510-10485812,5/4/2019,2019-13765-W,FALPRE,F.PRECINTO,MDES,50,4,"122,47",AIR CLASS,PASAJEROS
2/11/2023,MDES-2023-103371-73-A,B,XXX-00002479,510-10485812,5/4/2019,2019-13766-X,APLAST,APLAST/DEF.,MDES,50,4,"122,47",AIR CLASS,PASAJEROS
2/11/2023,MDES-2023-103371-73-A,B,XXX-00002479,510-10485812,5/4/2019,2019-13766-X,FALPRE,F.PRECINTO,MDES,50,4,"122,47",AIR CLASS,PASAJEROS
2/11/2023,MDES-2023-103371-73-A,B,XXX-00002479,510-10485812,14/8/2020,2020-27144-S,APLAST,APLAST/DEF.,MDES,50,4,"122,47",AIR CLASS,PASAJEROS
2/11/2023,MDES-2023-103371-73-A,B,XXX-00002479,510-10485812,14/8/2020,2020-27144-S,EMBROT,EMB.ROTO,MDES,50,4,"122,47",AIR CLASS,PASAJEROS
2/11/2023,MDES-2023-103388-73-X,B,XXX-00002458,510-10485801,15/9/2003,2003-373801-P,EMBABI,EMB.ABIERTO,MDES,50,1,170,AIR CLASS,PASAJEROS
2/11/2023,MDES-2023-103388-73-X,B,XXX-00002458,510-10485801,9/11/2015,2015-39879-K,EMBABI,EMB.ABIERTO,MDES,50,1,170,AIR CLASS,PASAJEROS
2/11/2023,MDES-2023-103388-73-X,B,XXX-00002458,510-10485801,21/5/2020,2020-16305-P,EMBMOJ,EMB.MOJADO,MDES,50,1,170,AIR CLASS,PASAJEROS
2/11/2023,MDES-2023-103388-73-X,B,XXX-00002458,510-10485801,27/5/2020,2020-16948-C,EMBMOJ,EMB.MOJADO,MDES,50,1,170,AIR CLASS,PASAJEROS
2/11/2023,MDES-2023-103395-73-G,C,XXX-00007793,510-10479932,27/7/2006,2006-69257-Y,FAJCON,FAJAS CTRL,MDES,800850,1,332,AIR CLASS,PASAJEROS
2/11/2023,MDES-2023-103395-73-G,C,XXX-00007793,510-10479932,7/5/2008,2008-46727-G,EMBROT,EMB.ROTO,MDES,800850,1,332,AIR CLASS,PASAJEROS
2/11/2023,MDES-2023-103396-73-H,C,XXX-00007801,510-10486243,25/7/2011,2011-23253-P,EMBROT,EMB.ROTO,MDES,800850,1,164,AIR CLASS,PASAJEROS
2/11/2023,MDES-2023-103434-73-A,C,XXX-00047700,369-82527900,6/4/2005,2005-21487-A,EMBABI,EMB.ABIERTO,MDES,800850,1,"2,27",ATLAS,CARGUERO
2/11/2023,MDES-2023-103434-73-A,C,XXX-00047877,369-82527900,8/10/2007,2007-117900-K,FAJCON,FAJAS CTRL,MDES,800850,1,"180,08",ATLAS,CARGUERO
2/11/2023,MDES-2023-103434-73-A,C,XXX-00051327,369-82527900,14/5/2004,2004-31053-C,APLAST,APLAST/DEF.,MDES,800850,1,218,ATLAS,CARGUERO
2/11/2023,MDES-2023-103434-73-A,C,XXX-00051327,369-82527900,28/1/2020,2020-4123-K,EMBROT,EMB.ROTO,MDES,800850,1,218,ATLAS,CARGUERO
2/11/2023,MDES-2023-103434-73-A,C,XXX-00051591,369-82527900,26/1/2022,2022-3243-M,APLAST,APLAST/DEF.,MDES,800850,8,"58,2",ATLAS,CARGUERO
2/11/2023,MDES-2023-103434-73-A,C,XXX-00051596,369-82527900,26/11/2005,2005-93686-H,FAJCON,FAJAS CTRL,MDES,800850,2,"10,6",ATLAS,CARGUERO
2/11/2023,MDES-2023-103434-73-A,C,XXX-00051596,369-82527900,9/12/2008,2008-118609-R,FAJCON,FAJAS CTRL,MDES,800850,2,"10,6",ATLAS,CARGUERO
2/11/2023,MDES-2023-103434-73-A,C,XXX-00051598,369-82527900,3/5/2011,2011-12595-W,EMBROT,EMB.ROTO,MDES,800850,10,"977,4",ATLAS,CARGUERO
2/11/2023,MDES-2023-103434-73-A,C,XXX-00051624,369-82527900,25/7/2005,2005-50105-E,EMBROT,EMB.ROTO,MDES,800850,1,"47,5",ATLAS,CARGUERO
2/11/2023,MDES-2023-103434-73-A,C,XXX-00051627,369-82527900,15/12/2008,2008-120211-W,FAJCON,FAJAS CTRL,MDES,800850,1,"5,9",ATLAS,CARGUERO
2/11/2023,MDES-2023-103434-73-A,C,XXX-00051628,369-82527900,26/12/2005,2005-125266-V,EMBROT,EMB.ROTO,MDES,800850,4,"16,3",ATLAS,CARGUERO
2/11/2023,MDES-2023-103442-73-W,A,XXX-55578260,369-87714292,2/11/2023,2023-27337-W,EMBMOJ,EMB.MOJADO,MDES,74,1,5400,ATLAS,CARGUERO
2/11/2023,MDES-2023-103442-73-W,A,XXX-55578432,369-87714292,2/11/2023,2023-27336-V,EMBMOJ,EMB.MOJADO,MDES,74,1,8400,ATLAS,CARGUERO
2/11/2023,MDES-2023-103442-73-W,A,XXX-55578520,369-87714292,2/11/2023,2023-27340-Q,EMBMOJ,EMB.MOJADO,MDES,74,1,9600,ATLAS,CARGUERO
2/11/2023,MDES-2023-103442-73-W,A,XXX-55714331,369-87714292,2/11/2023,2023-27339-Y,APLAST,APLAST/DEF.,MDES,74,1,133,ATLAS,CARGUERO
2/11/2023,MDES-2023-103442-73-W,A,XXX-55765962,369-87714292,2/11/2023,2023-27334-T,APLAST,APLAST/DEF.,MDES,74,16,"1729,7",ATLAS,CARGUERO
2/11/2023,MDES-2023-103442-73-W,A,XXX-55788993,369-87714292,2/11/2023,2023-27333-S,APLAST,APLAST/DEF.,MDES,74,3,519,ATLAS,CARGUERO
2/11/2023,MDES-2023-103442-73-W,A,XXX-55789442,369-87714292,2/11/2023,2023-27341-R,APLAST,APLAST/DEF.,MDES,74,5,"611,8",ATLAS,CARGUERO
2/11/2023,MDES-2023-103442-73-W,A,XXX-55792052,369-87714292,3/11/2023,2023-27368-A,APLAST,APLAST/DEF.,MDES,74,3,"374,8",ATLAS,CARGUERO
2/11/2023,MDES-2023-103442-73-W,A,XXX-55823703,369-87714292,2/11/2023,2023-27335-U,APLAST,APLAST/DEF.,MDES,74,7,1380,ATLAS,CARGUERO
2/11/2023,MDES-2023-103442-73-W,A,XXX-55850728,369-87714292,2/11/2023,2023-27338-X,APLAST,APLAST/DEF.,MDES,74,1,78,ATLAS,CARGUERO
2/11/2023,MDES-2023-103461-73-A,C,XXX-00245978,369-82530674,2/11/2023,2023-27315-S,APLAST,APLAST/DEF.,MDES,800850,4,"185,97",ATLAS,CARGUERO
2/11/2023,MDES-2023-103461-73-A,C,XXX-00245978,369-82530674,2/11/2023,2023-27315-S,EMBABI,EMB.ABIERTO,MDES,800850,4,"185,97",ATLAS,CARGUERO
2/11/2023,MDES-2023-103284-73-D,B,XXX-0B301284,992-27343945,2/11/2023,2023-27300-M,APLAST,APLAST/DEF.,MDES,50,6,561,unknow,PASAJEROS
1/11/2023,MDES-2023-103409-73-C,C,XXX-00040437,139-46431770,2/11/2023,2023-27320-O,EMBABI,EMB.ABIERTO,MDES,800850,12,104,AEROMÉXICO,PASAJEROS
1/11/2023,MDES-2023-103449-73-G,A,XXX-00005111,139-46428395,22/4/2000,2000-33470-F,EMBROT,EMB.ROTO,MDES,74,11,668,AEROMÉXICO,PASAJEROS
1/11/2023,MDES-2023-103449-73-G,A,XXX-00005111,139-46428395,20/8/2003,2003-367548-G,EMBROT,EMB.ROTO,MDES,74,11,668,AEROMÉXICO,PASAJEROS
1/11/2023,MDES-2023-103449-73-G,A,XXX-00005111,139-46428395,27/12/2006,2006-130896-H,FAJCON,FAJAS CTRL,MDES,74,11,668,AEROMÉXICO,PASAJEROS
1/11/2023,MDES-2023-103449-73-G,A,XXX-00005111,139-46428395,16/8/2019,2019-37719-B,APLAST,APLAST/DEF.,MDES,74,11,668,AEROMÉXICO,PASAJEROS
1/11/2023,MDES-2023-103449-73-G,A,XXX-00005118,139-46428395,4/6/2003,2003-349692-M,EMBROT,EMB.ROTO,MDES,74,2,68,AEROMÉXICO,PASAJEROS
1/11/2023,MDES-2023-103449-73-G,A,XXX-00005118,139-46428395,14/10/2005,2005-76671-R,EMBROT,EMB.ROTO,MDES,74,2,68,AEROMÉXICO,PASAJEROS
1/11/2023,MDES-2023-103449-73-G,A,XXX-00005118,139-46428395,22/6/2006,2006-55908-X,FAJCON,FAJAS CTRL,MDES,74,2,68,AEROMÉXICO,PASAJEROS
1/11/2023,MDES-2023-103449-73-G,A,XXX-00005118,139-46428395,2/9/2008,2008-88408-B,FAJCON,FAJAS CTRL,MDES,74,2,68,AEROMÉXICO,PASAJEROS
1/11/2023,MDES-2023-103449-73-G,A,XXX-00005118,139-46428395,30/8/2019,2019-40387-W,APLAST,APLAST/DEF.,MDES,74,2,68,AEROMÉXICO,PASAJEROS
