FECHA_INGRESO,DOCUMENTO,RAZSOC_RESPONSABLE,NRO_GUIA,GUIA_MADRE,FECHA_ACTA,NRO_ACTA,TPO.ANOM,DESC.ANOMALIA,CTPDCTO,SCLI,BULTOS,PESO,AEROLINEA,TIPO AERONAVE
20/10/2023,MDES-2023-98653-73-Z,A,XXX-00036809,139-46406780,17/10/2023,2023-25885-C,APLAST,APLAST/DEF.,MDES,74,2,47,AEROMÉXICO,PASAJEROS
20/10/2023,MDES-2023-98808-73-S,C,XXX-00055622,139-46430790,7/4/2022,2022-10086-P,APLAST,APLAST/DEF.,MDES,800850,1,"91,4",AEROMÉXICO,PASAJEROS
20/10/2023,MDES-2023-98808-73-S,C,XXX-00055633,139-46430790,22/4/2008,2008-41037-T,FALPRE,F.PRECINTO,MDES,800850,2,"121,8",AEROMÉXICO,PASAJEROS
20/10/2023,MDES-2023-98808-73-S,C,XXX-00055633,139-46430790,14/11/2017,2017-39035-U,EMBROT,EMB.ROTO,MDES,800850,2,"121,8",AEROMÉXICO,PASAJEROS
20/10/2023,MDES-2023-98823-73-P,C,XXX-00224252,057-48716356,6/3/2000,2000-24845-G,EMBROT,EMB.ROTO,MDES,800850,3,"253,8",AIR FRANCE,PASAJEROS
20/10/2023,MDES-2023-98828-73-U,C,XXX-00129628,057-47994446,30/7/2019,2019-34139-U,APLAST,APLAST/DEF.,MDES,800850,1,160,AIR FRANCE,PASAJEROS
19/10/2023,MDES-2023-98565-73-S,C,XXX-03100064,006-34274435,20/10/2023,2023-26130-M,APLAST,APLAST/DEF.,MDES,800850,4,"861,82",DELTA,PASAJEROS
19/10/2023,MDES-2023-98565-73-S,C,XXX-03100064,006-34274435,20/10/2023,2023-26130-M,EMBROT,EMB.ROTO,MDES,800850,4,"861,82",DELTA,PASAJEROS
19/10/2023,MDES-2023-98565-73-S,C,XXX-03100065,006-34274435,20/10/2023,2023-26132-O,APLAST,APLAST/DEF.,MDES,800850,2,275,DELTA,PASAJEROS
19/10/2023,MDES-2023-98565-73-S,C,XXX-03100065,006-34274435,20/10/2023,2023-26132-O,EMBROT,EMB.ROTO,MDES,800850,2,275,DELTA,PASAJEROS
19/10/2023,MDES-2023-98565-73-S,C,XXX-03100065,006-34274435,23/10/2023,2023-26366-X,APLAST,APLAST/DEF.,MDES,800850,2,275,DELTA,PASAJEROS
19/10/2023,MDES-2023-98565-73-S,C,XXX-03100080,006-34274435,20/10/2023,2023-26131-N,APLAST,APLAST/DEF.,MDES,800850,1,"34,1",DELTA,PASAJEROS
19/10/2023,MDES-2023-98565-73-S,C,XXX-03100080,006-34274435,20/10/2023,2023-26131-N,EMBROT,EMB.ROTO,MDES,800850,1,"34,1",DELTA,PASAJEROS
19/10/2023,MDES-2023-98373-73-P,B,XXX-0B305904,020-43982341,19/10/2023,2023-26090-R,EMBROT,EMB.ROTO,MDES,50,5,"1000,6",LUFTHANSA,CARGUERO
19/10/2023,MDES-2023-98363-73-Y,B,XXX-0B277197,001-81755494,19/10/2023,2023-26093-U,APLAST,APLAST/DEF.,MDES,50,3,282,AMERICAN,PASAJEROS
19/10/2023,MDES-2023-98363-73-Y,B,XXX-0B309772,001-81755494,20/10/2023,2023-26174-U,APLAST,APLAST/DEF.,MDES,50,8,3840,AMERICAN,PASAJEROS
19/10/2023,MDES-2023-98478-73-V,C,XXX-00129970,074-62574201,3/12/2018,2018-45106-Q,EMBABI,EMB.ABIERTO,MDES,800850,1,"3,3",KLM,CARGUERO
19/10/2023,MDES-2023-98513-73-L,A,XXX-55339033,729-42369456,19/10/2023,2023-26089-Z,FALPRE,F.PRECINTO,MDES,74,1,52,TAMPA,PASAJEROS
19/10/2023,MDES-2023-98484-73-S,C,XXX-00051206,369-82527325,14/12/2005,2005-120776-E,FAJCON,FAJAS CTRL,MDES,800850,5,"283,3",ATLAS,CARGUERO
19/10/2023,MDES-2023-98553-73-P,C,XXX-00442253,369-82527712,25/11/2003,2003-393056-U,EMBABI,EMB.ABIERTO,MDES,800850,6,"686,73",ATLAS,CARGUERO
19/10/2023,MDES-2023-98553-73-P,C,XXX-00442253,369-82527712,25/11/2003,2003-393057-U,FAJCON,FAJAS CTRL,MDES,800850,6,"686,73",ATLAS,CARGUERO
19/10/2023,MDES-2023-98553-73-P,C,XXX-00442293,369-82527712,19/10/2023,2023-26091-S,APLAST,APLAST/DEF.,MDES,800850,5,"465,38",ATLAS,CARGUERO
18/10/2023,MDES-2023-98330-73-X,A,XXX-00036794,139-46406721,26/7/2017,2017-22736-U,EMBROT,EMB.ROTO,MDES,74,2,65,AEROMÉXICO,PASAJEROS
18/10/2023,MDES-2023-98154-73-M,C,XXX-00250506,001-81644614,10/7/2000,2000-53186-G,EMBROT,EMB.ROTO,MDES,800850,4,"67,64",AMERICAN,PASAJEROS
18/10/2023,MDES-2023-98154-73-M,C,XXX-00250512,001-81644614,7/6/2005,2005-37107-X,EMBMOJ,EMB.MOJADO,MDES,800850,3,"74,47",AMERICAN,PASAJEROS
18/10/2023,MDES-2023-98154-73-M,C,XXX-00250512,001-81644614,7/6/2005,2005-37107-X,EMBROT,EMB.ROTO,MDES,800850,3,"74,47",AMERICAN,PASAJEROS
18/10/2023,MDES-2023-98106-73-J,B,XXX-0B311917,992-27333482,18/10/2023,2023-26021-L,APLAST,APLAST/DEF.,MDES,50,20,"9648,8",unknow,PASAJEROS
18/10/2023,MDES-2023-98106-73-J,B,XXX-0B311917,992-27333482,18/10/2023,2023-26021-L,EMBROT,EMB.ROTO,MDES,50,10,"4824,4",unknow,PASAJEROS
17/10/2023,MDES-2023-98654-73-R,A,XXX-00465923,006-33179204,20/10/2023,2023-26128-T,FALPRE,F.PRECINTO,MDES,74,6,1342,DELTA,PASAJEROS
17/10/2023,MDES-2023-98017-73-K,B,XXX-0B286307,045-47916256,18/10/2023,2023-26020-K,EMBROT,EMB.ROTO,MDES,50,1,"2,3",LATAM,PASAJEROS
17/10/2023,MDES-2023-97989-73-E,A,XXX-55603896,045-48545910,18/10/2023,2023-26004-M,APLAST,APLAST/DEF.,MDES,74,13,1961,LATAM,PASAJEROS
17/10/2023,MDES-2023-98000-73-C,B,XXX-0B270777,045-48435483,18/10/2023,2023-26008-Q,APLAST,APLAST/DEF.,MDES,50,3,296,LATAM,PASAJEROS
17/10/2023,MDES-2023-98019-73-M,B,XXX-0B317092,045-45369332,18/10/2023,2023-26015-O,EMBROT,EMB.ROTO,MDES,50,9,"1805,2",LATAM,PASAJEROS
17/10/2023,MDES-2023-98020-73-E,B,XXX-0B312080,145-10028502,18/10/2023,2023-26005-N,APLAST,APLAST/DEF.,MDES,50,13,4456,LATAM,PASAJEROS
17/10/2023,MDES-2023-98021-73-F,B,XXX-0B225246,045-48499006,18/10/2023,2023-26007-P,EMBROT,EMB.ROTO,MDES,50,2,36,LATAM,PASAJEROS
17/10/2023,MDES-2023-98021-73-F,B,XXX-0B329048,045-48499006,18/10/2023,2023-26006-O,EMBROT,EMB.ROTO,MDES,50,5,"93,4",LATAM,PASAJEROS
17/10/2023,MDES-2023-98021-73-F,B,XXX-0B329048,045-48499006,18/10/2023,2023-26006-O,FALPRE,F.PRECINTO,MDES,50,5,"93,4",LATAM,PASAJEROS
17/10/2023,MDES-2023-97760-73-Y,B,XXX-0B151254,074-61570165,18/10/2023,2023-25995-E,APLAST,APLAST/DEF.,MDES,50,4,478,KLM,CARGUERO
17/10/2023,MDES-2023-97865-73-U,C,XXX-00049693,865-14091221,4/8/2020,2020-25652-U,APLAST,APLAST/DEF.,MDES,800850,1,123,unknow,PASAJEROS
17/10/2023,MDES-2023-97638-73-S,C,XXX-00129576,055-22784112,10/2/2023,2023-2990-U,APLAST,APLAST/DEF.,MDES,800850,1,47,ITA,PASAJEROS
17/10/2023,MDES-2023-97909-73-T,B,XXX-0B194485,001-81752543,18/10/2023,2023-25971-Y,APLAST,APLAST/DEF.,MDES,50,3,622,AMERICAN,PASAJEROS
17/10/2023,MDES-2023-97559-73-U,C,XXX-00129723,996-12495641,17/10/2023,2023-25884-B,APLAST,APLAST/DEF.,MDES,800850,14,"1452,2",AIR EUROPA,PASAJEROS
17/10/2023,MDES-2023-97559-73-U,C,XXX-00129723,996-12495641,17/10/2023,2023-25884-B,EMBROT,EMB.ROTO,MDES,800850,14,"1452,2",AIR EUROPA,PASAJEROS
17/10/2023,MDES-2023-97559-73-U,C,XXX-00129723,996-12495641,17/10/2023,2023-25884-B,FALPRE,F.PRECINTO,MDES,800850,14,"1452,2",AIR EUROPA,PASAJEROS
17/10/2023,MDES-2023-97675-73-T,B,XXX-0B264176,996-12550860,18/10/2023,2023-26000-I,APLAST,APLAST/DEF.,MDES,50,4,962,AIR EUROPA,PASAJEROS
17/10/2023,MDES-2023-98050-73-H,C,XXX-00248684,001-81642514,18/2/2008,2008-17774-Z,FAJCON,FAJAS CTRL,MDES,800850,3,"1,35",AMERICAN,PASAJEROS
17/10/2023,MDES-2023-98050-73-H,C,XXX-00248684,001-81642514,30/6/2020,2020-21304-K,EMBMOJ,EMB.MOJADO,MDES,800850,3,"1,35",AMERICAN,PASAJEROS
17/10/2023,MDES-2023-98050-73-H,C,XXX-00248735,001-81642514,19/10/2023,2023-26022-M,APLAST,APLAST/DEF.,MDES,800850,3,56,AMERICAN,PASAJEROS
17/10/2023,MDES-2023-98050-73-H,C,XXX-00248842,001-81642514,24/6/2005,2005-42142-A,APLAST,APLAST/DEF.,MDES,800850,1,"113,95",AMERICAN,PASAJEROS
17/10/2023,MDES-2023-98050-73-H,C,XXX-00248842,001-81642514,24/6/2005,2005-42142-A,EMBROT,EMB.ROTO,MDES,800850,1,"113,95",AMERICAN,PASAJEROS
17/10/2023,MDES-2023-98050-73-H,C,XXX-00248992,001-81642514,17/10/2018,2018-38507-X,APLAST,APLAST/DEF.,MDES,800850,2,138,AMERICAN,PASAJEROS
17/10/2023,MDES-2023-98050-73-H,C,XXX-00249034,001-81642514,5/7/2010,2010-22877-A,EMBROT,EMB.ROTO,MDES,800850,6,"2,7",AMERICAN,PASAJEROS
17/10/2023,MDES-2023-98050-73-H,C,XXX-00249034,001-81642514,31/8/2023,2023-21901-N,APLAST,APLAST/DEF.,MDES,800850,6,"2,7",AMERICAN,PASAJEROS
17/10/2023,MDES-2023-98050-73-H,C,XXX-00249060,001-81642514,10/9/2007,2007-103112-K,EMBROT,EMB.ROTO,MDES,800850,15,"643,32",AMERICAN,PASAJEROS
17/10/2023,MDES-2023-98050-73-H,C,XXX-00249101,001-81642514,30/6/2000,2000-51579-X,APLAST,APLAST/DEF.,MDES,800850,3,"112,6",AMERICAN,PASAJEROS
17/10/2023,MDES-2023-98050-73-H,C,XXX-00249116,001-81642514,6/2/2008,2008-13564-H,EMBROT,EMB.ROTO,MDES,800850,1,"59,42",AMERICAN,PASAJEROS
17/10/2023,MDES-2023-97860-73-P,C,XXX-00248735,001-81642514,19/10/2023,2023-26022-M,APLAST,APLAST/DEF.,MDES,800850,1,98,AMERICAN,PASAJEROS
17/10/2023,MDES-2023-97860-73-P,C,XXX-00248992,001-81642514,17/10/2018,2018-38507-X,APLAST,APLAST/DEF.,MDES,800850,1,156,AMERICAN,PASAJEROS
17/10/2023,MDES-2023-97372-73-N,B,XXX-0B151515,157-93557306,18/10/2023,2023-25941-V,APLAST,APLAST/DEF.,MDES,50,1,"3,5",QATAR,PASAJEROS
17/10/2023,MDES-2023-97372-73-N,B,XXX-0B253348,157-93557306,18/10/2023,2023-25942-W,APLAST,APLAST/DEF.,MDES,50,1,"1,5",QATAR,PASAJEROS
17/10/2023,MDES-2023-97570-73-N,C,XXX-00706610,729-48359581,17/10/2023,2023-25822-T,EMBROT,EMB.ROTO,MDES,800850,1,143,TAMPA,PASAJEROS
16/10/2023,MDES-2023-97612-73-K,C,XXX-00011844,125-69613843,21/8/2001,2001-41560-X,EMBROT,EMB.ROTO,MDES,800850,1,78,BRITISH,PASAJEROS
16/10/2023,MDES-2023-97612-73-K,C,XXX-00011844,125-69613843,13/8/2006,2006-75659-Y,EMBROT,EMB.ROTO,MDES,800850,1,78,BRITISH,PASAJEROS
16/10/2023,MDES-2023-97612-73-K,C,XXX-00011844,125-69613843,28/12/2007,2007-157707-A,EMBROT,EMB.ROTO,MDES,800850,1,78,BRITISH,PASAJEROS
16/10/2023,MDES-2023-97612-73-K,C,XXX-00011844,125-69613843,28/12/2007,2007-157707-A,FALPRE,F.PRECINTO,MDES,800850,1,78,BRITISH,PASAJEROS
16/10/2023,MDES-2023-97612-73-K,C,XXX-00011844,125-69613843,22/10/2018,2018-39118-W,EMBMOJ,EMB.MOJADO,MDES,800850,1,78,BRITISH,PASAJEROS
16/10/2023,MDES-2023-97581-73-P,C,XXX-00158336,020-21249524,11/6/2015,2015-18362-U,APLAST,APLAST/DEF.,MDES,800850,1,"5,5",LUFTHANSA,CARGUERO
16/10/2023,MDES-2023-97594-73-T,C,XXX-00160733,020-37494682,1/8/2016,2016-23756-X,EMBMOJ,EMB.MOJADO,MDES,800850,4,"57,95",LUFTHANSA,CARGUERO
16/10/2023,MDES-2023-97594-73-T,C,XXX-00160733,020-37494682,3/8/2016,2016-24180-P,APLAST,APLAST/DEF.,MDES,800850,4,"57,95",LUFTHANSA,CARGUERO
16/10/2023,MDES-2023-97622-73-L,C,XXX-03100056,006-34274424,17/10/2023,2023-25837-Z,APLAST,APLAST/DEF.,MDES,800850,2,"258,5",DELTA,PASAJEROS
16/10/2023,MDES-2023-97622-73-L,C,XXX-03100056,006-34274424,17/10/2023,2023-25837-Z,FALPRE,F.PRECINTO,MDES,800850,2,"258,5",DELTA,PASAJEROS
16/10/2023,MDES-2023-97712-73-L,A,XXX-00465567,006-33179064,18/10/2023,2023-25940-U,EMBMOJ,EMB.MOJADO,MDES,74,19,656,DELTA,PASAJEROS
16/10/2023,MDES-2023-96962-73-R,B,XXX-0B311912,016-25466593,17/10/2023,2023-25792-Z,APLAST,APLAST/DEF.,MDES,50,6,"2893,9",UNITED,PASAJEROS
16/10/2023,MDES-2023-96892-73-T,B,XXX-0B295082,075-61728450,17/10/2023,2023-25790-X,APLAST,APLAST/DEF.,MDES,50,11,"255,8",IBERIA,PASAJEROS
16/10/2023,MDES-2023-97583-73-R,C,XXX-00439059,729-42318765,17/10/2023,2023-25835-X,EMBROT,EMB.ROTO,MDES,800850,5,"539,32",TAMPA,PASAJEROS
16/10/2023,MDES-2023-97113-73-G,A,XXX-55602283,001-81327164,16/10/2023,2023-25735-W,APLAST,APLAST/DEF.,MDES,74,8,741,AMERICAN,PASAJEROS
16/10/2023,MDES-2023-97113-73-G,A,XXX-55602283,001-81327164,16/10/2023,2023-25735-W,EMBMOJ,EMB.MOJADO,MDES,74,8,741,AMERICAN,PASAJEROS
16/10/2023,MDES-2023-97878-73-B,C,XXX-00250503,001-81644614,13/9/2003,2003-373142-J,FAJCON,FAJAS CTRL,MDES,800850,2,"133,47",AMERICAN,PASAJEROS
16/10/2023,MDES-2023-97878-73-B,C,XXX-00250503,001-81644614,14/6/2022,2022-16667-A,EMBMOJ,EMB.MOJADO,MDES,800850,4,"266,94",AMERICAN,PASAJEROS
16/10/2023,MDES-2023-97878-73-B,C,XXX-00250503,001-81644614,14/6/2022,2022-16667-A,EMBROT,EMB.ROTO,MDES,800850,2,"133,47",AMERICAN,PASAJEROS
16/10/2023,MDES-2023-97038-73-M,B,XXX-0B194485,001-81752543,18/10/2023,2023-25971-Y,APLAST,APLAST/DEF.,MDES,50,1,290,AMERICAN,PASAJEROS
16/10/2023,MDES-2023-96782-73-R,B,XXX-0B302655,906-13044485,17/10/2023,2023-25786-C,APLAST,APLAST/DEF.,MDES,50,1,"55,3",unknow,PASAJEROS
16/10/2023,MDES-2023-97437-73-P,C,XXX-00005109,001-81633134,22/6/2010,2010-20759-X,APLAST,APLAST/DEF.,MDES,800850,1,"189,34",AMERICAN,PASAJEROS
16/10/2023,MDES-2023-97437-73-P,C,XXX-00005109,001-81633134,15/8/2011,2011-26069-X,APLAST,APLAST/DEF.,MDES,800850,1,"189,34",AMERICAN,PASAJEROS
16/10/2023,MDES-2023-97437-73-P,C,XXX-00005109,001-81633134,17/8/2011,2011-26315-R,APLAST,APLAST/DEF.,MDES,800850,1,"189,34",AMERICAN,PASAJEROS
16/10/2023,MDES-2023-97437-73-P,C,XXX-00005109,001-81633134,17/8/2011,2011-26315-R,EMBMOJ,EMB.MOJADO,MDES,800850,1,"189,34",AMERICAN,PASAJEROS
16/10/2023,MDES-2023-97437-73-P,C,XXX-00005109,001-81633134,25/3/2015,2015-8238-V,EMBROT,EMB.ROTO,MDES,800850,1,"189,34",AMERICAN,PASAJEROS
16/10/2023,MDES-2023-97437-73-P,C,XXX-00005110,001-81633134,19/8/2003,2003-367263-A,APLAST,APLAST/DEF.,MDES,800850,1,"259,46",AMERICAN,PASAJEROS
16/10/2023,MDES-2023-97437-73-P,C,XXX-00005110,001-81633134,19/8/2003,2003-367263-A,EMBROT,EMB.ROTO,MDES,800850,1,"259,46",AMERICAN,PASAJEROS
16/10/2023,MDES-2023-97437-73-P,C,XXX-00005110,001-81633134,27/9/2006,2006-92706-U,FAJCON,FAJAS CTRL,MDES,800850,1,"259,46",AMERICAN,PASAJEROS
16/10/2023,MDES-2023-97437-73-P,C,XXX-00005110,001-81633134,13/7/2009,2009-30012-G,APLAST,APLAST/DEF.,MDES,800850,1,"259,46",AMERICAN,PASAJEROS
16/10/2023,MDES-2023-97437-73-P,C,XXX-00005111,001-81633134,22/4/2000,2000-33470-F,EMBROT,EMB.ROTO,MDES,800850,1,"119,75",AMERICAN,PASAJEROS
16/10/2023,MDES-2023-97437-73-P,C,XXX-00005111,001-81633134,20/8/2003,2003-367548-G,EMBROT,EMB.ROTO,MDES,800850,1,"119,75",AMERICAN,PASAJEROS
16/10/2023,MDES-2023-97437-73-P,C,XXX-00005111,001-81633134,27/12/2006,2006-130896-H,FAJCON,FAJAS CTRL,MDES,800850,1,"119,75",AMERICAN,PASAJEROS
16/10/2023,MDES-2023-97437-73-P,C,XXX-00005111,001-81633134,16/8/2019,2019-37719-B,APLAST,APLAST/DEF.,MDES,800850,1,"119,75",AMERICAN,PASAJEROS
16/10/2023,MDES-2023-97437-73-P,C,XXX-00250357,001-81633134,18/7/2002,2002-24513-R,APLAST,APLAST/DEF.,MDES,800850,1,"5,44",AMERICAN,PASAJEROS
16/10/2023,MDES-2023-97437-73-P,C,XXX-00250357,001-81633134,18/7/2002,2002-24513-R,FALPRE,F.PRECINTO,MDES,800850,1,"5,44",AMERICAN,PASAJEROS
16/10/2023,MDES-2023-97437-73-P,C,XXX-00250357,001-81633134,18/7/2002,2002-24515-R,EMBROT,EMB.ROTO,MDES,800850,1,"5,44",AMERICAN,PASAJEROS
16/10/2023,MDES-2023-97437-73-P,C,XXX-00250357,001-81633134,27/4/2005,2005-26899-A,APLAST,APLAST/DEF.,MDES,800850,1,"5,44",AMERICAN,PASAJEROS
16/10/2023,MDES-2023-97437-73-P,C,XXX-00250357,001-81633134,27/4/2005,2005-26899-A,EMBMOJ,EMB.MOJADO,MDES,800850,1,"5,44",AMERICAN,PASAJEROS
16/10/2023,MDES-2023-97677-73-V,C,XXX-00042229,406-01133521,29/9/2014,2014-29838-E,FALPRE,F.PRECINTO,MDES,800850,7,"465,3",UPS,CARGUERO
16/10/2023,MDES-2023-96919-73-T,C,XXX-00040011,139-46408935,19/2/2014,2014-5536-T,EMBROT,EMB.ROTO,MDES,800850,8,"504,8",AEROMÉXICO,PASAJEROS
16/10/2023,MDES-2023-97048-73-N,B,XXX-00002417,510-10483955,5/5/2000,2000-35654-B,FALPRE,F.PRECINTO,MDES,50,1,59,AIR CLASS,PASAJEROS
16/10/2023,MDES-2023-97048-73-N,B,XXX-00002417,510-10483955,18/5/2004,2004-32231-W,EMBROT,EMB.ROTO,MDES,50,1,59,AIR CLASS,PASAJEROS
16/10/2023,MDES-2023-97048-73-N,B,XXX-00002417,510-10483955,9/12/2020,2020-41895-B,APLAST,APLAST/DEF.,MDES,50,1,59,AIR CLASS,PASAJEROS
15/10/2023,MDES-2023-97600-73-H,C,XXX-00497529,369-82523055,13/3/2020,2020-10891-T,APLAST,APLAST/DEF.,MDES,800850,1,3719,ATLAS,CARGUERO
15/10/2023,MDES-2023-97604-73-L,C,XXX-00050991,369-82526430,18/10/2023,2023-25910-R,EMBMOJ,EMB.MOJADO,MDES,800850,3,"34,5",ATLAS,CARGUERO
15/10/2023,MDES-2023-97604-73-L,C,XXX-00051002,369-82526430,11/6/2020,2020-18953-A,EMBROT,EMB.ROTO,MDES,800850,10,"32,4",ATLAS,CARGUERO
15/10/2023,MDES-2023-97604-73-L,C,XXX-00051002,369-82526430,18/10/2023,2023-25912-T,EMBMOJ,EMB.MOJADO,MDES,800850,10,"32,4",ATLAS,CARGUERO
15/10/2023,MDES-2023-97604-73-L,C,XXX-00051041,369-82526430,18/10/2023,2023-25913-U,EMBMOJ,EMB.MOJADO,MDES,800850,1,223,ATLAS,CARGUERO
15/10/2023,MDES-2023-97604-73-L,C,XXX-00051042,369-82526430,18/10/2023,2023-25914-V,EMBMOJ,EMB.MOJADO,MDES,800850,2,"52,8",ATLAS,CARGUERO
15/10/2023,MDES-2023-97604-73-L,C,XXX-00051043,369-82526430,3/4/2023,2023-7338-V,APLAST,APLAST/DEF.,MDES,800850,10,"1384,5",ATLAS,CARGUERO
15/10/2023,MDES-2023-97604-73-L,C,XXX-00051043,369-82526430,18/10/2023,2023-25915-W,EMBMOJ,EMB.MOJADO,MDES,800850,10,"1384,5",ATLAS,CARGUERO
15/10/2023,MDES-2023-97604-73-L,C,XXX-00051044,369-82526430,18/10/2023,2023-25916-X,EMBMOJ,EMB.MOJADO,MDES,800850,7,"48,9",ATLAS,CARGUERO
15/10/2023,MDES-2023-97604-73-L,C,XXX-00051045,369-82526430,18/10/2023,2023-25918-Z,EMBMOJ,EMB.MOJADO,MDES,800850,17,"36,5",ATLAS,CARGUERO
15/10/2023,MDES-2023-97604-73-L,C,XXX-00051056,369-82526430,2/10/2001,2001-48816-N,EMBROT,EMB.ROTO,MDES,800850,1,"15,5",ATLAS,CARGUERO
15/10/2023,MDES-2023-97604-73-L,C,XXX-00051056,369-82526430,2/10/2001,2001-48816-N,FALPRE,F.PRECINTO,MDES,800850,1,"15,5",ATLAS,CARGUERO
15/10/2023,MDES-2023-97604-73-L,C,XXX-00051056,369-82526430,18/10/2023,2023-25919-A,EMBMOJ,EMB.MOJADO,MDES,800850,1,"15,5",ATLAS,CARGUERO
15/10/2023,MDES-2023-97604-73-L,C,XXX-00051061,369-82526430,23/1/2001,2001-3008-E,EMBROT,EMB.ROTO,MDES,800850,2,142,ATLAS,CARGUERO
15/10/2023,MDES-2023-97604-73-L,C,XXX-00051061,369-82526430,18/10/2023,2023-25920-S,EMBMOJ,EMB.MOJADO,MDES,800850,2,142,ATLAS,CARGUERO
15/10/2023,MDES-2023-97604-73-L,C,XXX-00051062,369-82526430,21/1/2020,2020-2815-Q,EMBROT,EMB.ROTO,MDES,800850,8,"517,1",ATLAS,CARGUERO
15/10/2023,MDES-2023-97604-73-L,C,XXX-00051062,369-82526430,18/10/2023,2023-25921-T,EMBMOJ,EMB.MOJADO,MDES,800850,8,"517,1",ATLAS,CARGUERO
15/10/2023,MDES-2023-97604-73-L,C,XXX-00051063,369-82526430,9/7/2001,2001-33299-G,EMBROT,EMB.ROTO,MDES,800850,27,"50,8",ATLAS,CARGUERO
15/10/2023,MDES-2023-97604-73-L,C,XXX-00051063,369-82526430,18/10/2023,2023-25924-W,EMBMOJ,EMB.MOJADO,MDES,800850,27,"50,8",ATLAS,CARGUERO
15/10/2023,MDES-2023-97604-73-L,C,XXX-00051064,369-82526430,18/10/2023,2023-25923-V,EMBMOJ,EMB.MOJADO,MDES,800850,1,"0,5",ATLAS,CARGUERO
15/10/2023,MDES-2023-97604-73-L,C,XXX-00051065,369-82526430,18/10/2023,2023-25922-U,EMBMOJ,EMB.MOJADO,MDES,800850,7,"26,8",ATLAS,CARGUERO
15/10/2023,MDES-2023-97621-73-K,C,XXX-00047840,369-82526356,11/3/2020,2020-10564-Q,EMBROT,EMB.ROTO,MDES,800850,1,"56,25",ATLAS,CARGUERO
15/10/2023,MDES-2023-97621-73-K,C,XXX-00047848,369-82526356,22/2/2005,2005-11591-E,APLAST,APLAST/DEF.,MDES,800850,1,"66,68",ATLAS,CARGUERO
15/10/2023,MDES-2023-97621-73-K,C,XXX-00051094,369-82526356,7/5/2003,2003-343573-W,EMBROT,EMB.ROTO,MDES,800850,1,"10,5",ATLAS,CARGUERO
15/10/2023,MDES-2023-97621-73-K,C,XXX-00051094,369-82526356,14/1/2004,2004-2138-D,EMBROT,EMB.ROTO,MDES,800850,1,"10,5",ATLAS,CARGUERO
15/10/2023,MDES-2023-97621-73-K,C,XXX-00051094,369-82526356,14/1/2004,2004-2139-D,FAJCON,FAJAS CTRL,MDES,800850,1,"10,5",ATLAS,CARGUERO
15/10/2023,MDES-2023-97621-73-K,C,XXX-00051094,369-82526356,13/10/2004,2004-72016-D,APLAST,APLAST/DEF.,MDES,800850,1,"10,5",ATLAS,CARGUERO
15/10/2023,MDES-2023-97621-73-K,C,XXX-00051096,369-82526356,17/10/2016,2016-33076-T,APLAST,APLAST/DEF.,MDES,800850,1,26,ATLAS,CARGUERO
15/10/2023,MDES-2023-97621-73-K,C,XXX-00051096,369-82526356,25/4/2023,2023-9472-W,EMBROT,EMB.ROTO,MDES,800850,1,26,ATLAS,CARGUERO
15/10/2023,MDES-2023-97621-73-K,C,XXX-00051097,369-82526356,26/11/2001,2001-57966-Y,EMBROT,EMB.ROTO,MDES,800850,9,"505,7",ATLAS,CARGUERO
15/10/2023,MDES-2023-97621-73-K,C,XXX-00051104,369-82526356,28/3/2011,2011-8660-U,APLAST,APLAST/DEF.,MDES,800850,5,13,ATLAS,CARGUERO
15/10/2023,MDES-2023-97621-73-K,C,XXX-00051104,369-82526356,28/3/2011,2011-8660-U,EMBROT,EMB.ROTO,MDES,800850,5,13,ATLAS,CARGUERO
15/10/2023,MDES-2023-97621-73-K,C,XXX-00051104,369-82526356,19/8/2015,2015-28106-R,EMBROT,EMB.ROTO,MDES,800850,5,13,ATLAS,CARGUERO
15/10/2023,MDES-2023-97621-73-K,C,XXX-00051126,369-82526356,19/5/2005,2005-32305-K,EMBROT,EMB.ROTO,MDES,800850,2,"235,5",ATLAS,CARGUERO
15/10/2023,MDES-2023-97621-73-K,C,XXX-00051126,369-82526356,19/5/2005,2005-32306-A,APLAST,APLAST/DEF.,MDES,800850,2,"235,5",ATLAS,CARGUERO
15/10/2023,MDES-2023-97621-73-K,C,XXX-00051126,369-82526356,19/5/2005,2005-32306-A,EMBMOJ,EMB.MOJADO,MDES,800850,2,"235,5",ATLAS,CARGUERO
15/10/2023,MDES-2023-96984-73-V,C,XXX-00497530,272-73626140,13/3/2020,2020-10889-A,APLAST,APLAST/DEF.,MDES,800850,3,4190,KALITTA,CARGUERO
15/10/2023,MDES-2023-97425-73-M,C,XXX-00005106,001-81633123,7/1/2004,2004-904-A,EMBABI,EMB.ABIERTO,MDES,800850,1,"110,68",AMERICAN,PASAJEROS
15/10/2023,MDES-2023-97425-73-M,C,XXX-00005106,001-81633123,7/1/2004,2004-904-A,FALPRE,F.PRECINTO,MDES,800850,1,"110,68",AMERICAN,PASAJEROS
15/10/2023,MDES-2023-97425-73-M,C,XXX-00005106,001-81633123,12/9/2007,2007-104439-Z,FAJCON,FAJAS CTRL,MDES,800850,1,"110,68",AMERICAN,PASAJEROS
15/10/2023,MDES-2023-98173-73-N,A,XXX-55564020,044-43761992,18/10/2023,2023-26003-L,FALPRE,F.PRECINTO,MDES,74,6,382,AEROLINEAS,PASAJEROS
